date,close,open,high,low,volume,change
2017年2月17日,350.56,348.9,354.44,347.5,2910000.0,0.0070999999999999995
2017年2月20日,361.29,350.41,362.32,350.01,6190000.0,0.030600000000000002
2017年2月21日,358.74,361.88,362.43,357.18,2770000.0,-0.0070999999999999995
2017年2月22日,361.89,360.61,366.52,360.0,3710000.0,0.0088
2017年2月23日,361.7,360.97,365.48,359.76,2330000.0,-0.0005
2017年2月24日,362.62,362.0,362.89,360.05,1770000.0,0.0025
2017年2月27日,357.2,362.49,362.85,356.8,2540000.0,-0.0149
2017年2月28日,354.66,357.0,359.2,353.58,2750000.0,-0.0070999999999999995
2017年3月1日,356.61,355.1,358.2,355.0,2190000.0,0.0055000000000000005
2017年3月2日,356.82,356.71,357.0,354.53,2210000.0,0.0006
2017年3月3日,356.54,355.0,358.22,355.0,1420000.0,-0.0008
2017年3月6日,358.96,357.66,359.54,356.55,2280000.0,0.0068000000000000005
2017年3月7日,367.2,358.03,368.88,358.03,4630000.0,0.023
2017年3月8日,367.28,367.18,368.49,365.5,1600000.0,0.0002
2017年3月9日,369.9,367.0,369.98,365.56,2340000.0,0.0070999999999999995
2017年3月10日,369.85,369.92,377.0,368.36,4099999.9999999995,-0.0001
2017年3月13日,371.55,370.05,374.33,367.53,2770000.0,0.0046
2017年3月14日,369.5,371.55,373.85,368.34,2040000.0,-0.0055000000000000005
2017年3月15日,374.68,369.5,375.15,369.01,2520000.0,0.013999999999999999
2017年3月16日,374.77,376.56,378.3,372.8,2500000.0,0.0002
2017年3月17日,378.48,373.1,384.45,373.1,3470000.0,0.009899999999999999
2017年3月20日,386.41,380.5,386.71,378.88,3150000.0,0.021
2017年3月21日,394.01,386.55,396.5,386.5,4850000.0,0.0197
2017年3月22日,394.48,390.53,394.6,385.0,4550000.0,0.0012
2017年3月23日,389.79,392.03,393.99,386.6,3450000.0,-0.011899999999999999
2017年3月24日,386.82,392.32,393.22,385.0,3330000.0,-0.0076
2017年3月27日,378.82,386.03,389.26,378.39,5370000.0,-0.0207
2017年3月28日,380.26,379.95,381.15,376.66,4120000.0,0.0038
2017年3月29日,383.65,381.01,385.8,379.9,3730000.0,0.0089
2017年3月30日,386.14,383.0,386.89,382.6,3160000.0,0.006500000000000001
2017年3月31日,386.36,386.2,388.0,384.18,2450000.0,0.0006
2017年4月5日,389.66,385.66,394.99,385.0,4080000.0,0.0085
